episode,timestep,reward,steps,visibility_pct,mean_centering_dist,mean_fraction,mean_action_mag,r_stability,r_centering,r_scale,phase,target_offset,init_pos,init_vel,init_ang
657,380788,2243.9,1233,94.4,0.6808,0.064,0.4232,0.9797,0.6041,0.3002,C,0.682,0.562,0.271,0.11
658,380973,315.82,185,100.0,0.6905,0.036,0.5151,0.9662,0.5856,0.2094,C,0.683,0.562,0.271,0.11
659,381879,2359.49,906,98.2,0.4133,0.098,0.4563,0.9851,1.1875,0.4605,C,0.685,0.564,0.271,0.111
660,382376,854.79,497,81.9,0.532,0.0306,0.4077,0.9823,0.7824,0.1563,C,0.686,0.565,0.272,0.111
661,383044,104.21,668,18.7,1.0039,0.0868,0.4259,0.886,0.0209,0.077,C,0.688,0.566,0.272,0.111
662,384204,1831.88,1160,68.0,0.4605,0.0549,0.4242,0.9283,0.7947,0.1847,C,0.691,0.568,0.273,0.111
663,384870,1200.64,666,100.0,0.6735,0.0633,0.4256,0.9077,0.5868,0.3233,C,0.693,0.57,0.273,0.112
664,385679,114.48,809,14.6,0.9476,0.1314,0.4142,0.8943,0.0227,0.091,C,0.695,0.571,0.274,0.112
665,386677,-68.17,998,4.8,0.922,0.0353,0.4643,0.875,0.0086,0.0101,C,0.698,0.573,0.274,0.112
666,388177,3397.61,1500,99.5,0.6397,0.1034,0.4267,0.9938,0.7751,0.5009,C,0.702,0.576,0.275,0.113
667,389677,1535.69,1500,41.1,0.5302,0.1297,0.451,0.9575,0.4287,0.2262,C,0.706,0.579,0.276,0.113
668,391071,7.13,1394,7.9,1.0388,0.0329,0.4421,0.9109,0.0069,0.0156,C,0.71,0.582,0.277,0.114
669,391878,1491.73,807,84.6,0.4798,0.0521,0.4104,0.8921,0.9008,0.2217,C,0.712,0.584,0.278,0.114
670,393378,2648.21,1500,76.9,0.5123,0.0636,0.4094,0.9878,0.7729,0.2361,C,0.716,0.587,0.279,0.114
671,394878,3969.13,1500,100.0,0.4421,0.1035,0.4116,0.9907,1.1732,0.4823,C,0.72,0.59,0.28,0.115
672,395853,1578.21,975,95.2,0.7965,0.0779,0.4339,0.9227,0.3933,0.3611,C,0.722,0.592,0.281,0.115
673,397353,3924.72,1500,100.0,0.5203,0.1476,0.4138,0.9947,0.9406,0.6812,C,0.726,0.595,0.282,0.116
674,398853,3656.82,1500,100.0,0.4207,0.0482,0.4208,0.9938,1.1987,0.2454,C,0.73,0.598,0.283,0.116
675,400353,1407.72,1500,40.7,0.6444,0.1536,0.4356,0.9689,0.2819,0.2804,C,0.734,0.601,0.284,0.117
676,401853,3155.67,1500,100.0,0.5579,0.0614,0.3814,0.9943,0.811,0.2985,C,0.738,0.604,0.285,0.117
677,402406,1065.09,553,100.0,0.6109,0.0592,0.4248,0.8793,0.7652,0.2997,C,0.74,0.605,0.285,0.117
678,402984,156.19,578,26.3,1.0918,0.0308,0.4394,0.9569,0.0167,0.0509,C,0.741,0.606,0.285,0.118
679,404484,3865.72,1500,100.0,0.5899,0.1838,0.389,0.995,0.7946,0.7876,C,0.745,0.609,0.286,0.118
680,405786,605.78,1302,37.3,0.8962,0.0359,0.4615,0.9254,0.096,0.0783,C,0.749,0.612,0.287,0.119
681,407286,3225.59,1500,100.0,0.5874,0.0839,0.3868,0.9939,0.7655,0.3911,C,0.753,0.615,0.288,0.119
682,408786,2218.44,1500,92.7,0.8526,0.0672,0.4047,0.9825,0.2715,0.2983,C,0.757,0.618,0.289,0.12
683,409960,820.82,1174,57.4,1.0371,0.0385,0.4449,0.9424,0.0661,0.1251,C,0.76,0.62,0.29,0.12
684,410542,904.53,582,100.0,0.8725,0.0785,0.4182,0.9456,0.2412,0.3845,C,0.761,0.621,0.29,0.12
685,410969,-8.3,427,12.9,1.0252,0.0137,0.4331,0.8425,0.0141,0.0186,C,0.763,0.622,0.291,0.12
686,411395,725.92,426,100.0,0.6578,0.0433,0.4456,0.8954,0.5961,0.236,C,0.764,0.623,0.291,0.12
687,412123,390.15,728,46.4,1.0357,0.049,0.4366,0.9245,0.0441,0.1168,C,0.766,0.624,0.291,0.121
688,412466,554.5,343,100.0,0.6814,0.0171,0.499,0.8269,0.6655,0.1534,C,0.767,0.625,0.292,0.121
689,413966,5272.32,1500,100.0,0.2473,0.2636,0.4033,0.9934,1.6258,0.8957,C,0.771,0.628,0.293,0.121
690,415466,88.29,1500,5.9,1.0082,0.0183,0.4234,0.9847,0.0064,0.0092,C,0.775,0.631,0.294,0.122
691,416457,2449.47,991,100.0,0.4973,0.1269,0.4327,0.9299,0.9948,0.5571,C,0.777,0.633,0.294,0.122
692,417957,1043.93,1500,50.8,0.9245,0.0352,0.4248,0.9839,0.096,0.1081,C,0.781,0.636,0.295,0.123
693,418552,1092.41,595,100.0,0.7295,0.094,0.4264,0.969,0.436,0.4478,C,0.783,0.637,0.296,0.123
694,420052,2688.58,1500,91.1,0.7126,0.11,0.431,0.9692,0.4518,0.4601,C,0.787,0.64,0.297,0.123
695,420433,696.45,381,98.4,0.6666,0.0642,0.4253,0.9731,0.5781,0.3187,C,0.788,0.641,0.297,0.123
696,421192,1844.84,759,100.0,0.5245,0.1398,0.4163,0.9592,0.9236,0.561,C,0.79,0.642,0.297,0.124
697,422692,175.37,1500,11.7,1.1123,0.0416,0.4307,0.9672,0.0063,0.0267,C,0.794,0.645,0.298,0.124
698,423349,1093.61,657,100.0,0.786,0.0561,0.4208,0.9845,0.4114,0.2839,C,0.796,0.647,0.299,0.124
699,424849,1743.37,1500,45.7,0.4955,0.1274,0.4262,0.9645,0.4735,0.2669,C,0.8,0.65,0.3,0.125
700,425210,497.99,361,76.7,0.6953,0.084,0.4819,0.9005,0.4127,0.3267,C,0.801,0.65,0.3,0.125
701,425660,671.78,450,100.0,0.7842,0.0489,0.4532,0.847,0.3941,0.274,C,0.802,0.651,0.3,0.125
702,426361,1362.37,701,92.0,0.6034,0.0868,0.4651,0.8935,0.7585,0.3856,C,0.804,0.653,0.301,0.125
703,427861,3977.98,1500,100.0,0.4269,0.1026,0.3933,0.9929,1.186,0.4731,C,0.808,0.656,0.302,0.126
704,428474,437.8,613,61.2,1.0023,0.02,0.4619,0.8653,0.1546,0.0988,C,0.809,0.657,0.302,0.126
705,429974,2538.61,1500,96.5,0.72,0.0521,0.3974,0.9795,0.4966,0.2517,C,0.813,0.66,0.303,0.127
706,431474,418.53,1500,19.9,0.8701,0.054,0.449,0.96,0.0654,0.0543,C,0.817,0.663,0.304,0.127
707,432550,691.93,1076,37.5,0.5766,0.0257,0.4612,0.8718,0.3381,0.067,C,0.82,0.665,0.305,0.128
708,434050,2599.66,1500,96.8,0.762,0.0773,0.4214,0.9849,0.4269,0.3533,C,0.824,0.668,0.306,0.128
709,434448,636.09,398,98.2,0.7295,0.0653,0.4269,0.7712,0.5561,0.3136,C,0.825,0.669,0.306,0.128
710,435323,1854.01,875,99.8,0.5344,0.0602,0.4028,0.8983,0.9346,0.2997,C,0.828,0.671,0.307,0.128
711,436823,798.9,1500,37.8,0.9969,0.0519,0.4138,0.9874,0.0648,0.1025,C,0.832,0.674,0.308,0.129
712,437406,1196.0,583,90.7,0.4842,0.0664,0.4194,0.9143,0.9569,0.29,C,0.833,0.675,0.308,0.129
713,438906,2995.64,1500,91.7,0.7684,0.1834,0.4073,0.986,0.3912,0.7026,C,0.837,0.678,0.309,0.13
714,439920,1691.64,1014,100.0,0.7645,0.0604,0.3989,0.9031,0.4717,0.3033,C,0.84,0.68,0.31,0.13
715,441420,2552.85,1500,95.1,0.7117,0.0611,0.3895,0.9878,0.4827,0.2801,C,0.844,0.683,0.311,0.13
716,442920,3511.37,1500,100.0,0.6341,0.1567,0.395,0.9959,0.6163,0.7287,C,0.848,0.686,0.312,0.131
717,444420,3938.18,1500,94.5,0.4335,0.1253,0.3958,0.9935,1.1309,0.5557,C,0.852,0.689,0.313,0.131
718,445920,-8.6,1500,0.5,1.3134,0.0056,0.3968,0.989,0.0001,0.0006,C,0.856,0.692,0.314,0.132
719,446802,2239.98,882,100.0,0.379,0.0663,0.3985,0.9098,1.3132,0.328,C,0.858,0.694,0.315,0.132
720,448302,261.87,1500,7.7,0.5393,0.1916,0.3887,0.9654,0.0752,0.0566,C,0.862,0.697,0.316,0.133
721,449802,1382.31,1500,54.1,0.8817,0.0889,0.4147,0.9739,0.1806,0.2264,C,0.866,0.7,0.317,0.133
722,451302,53.25,1500,4.3,1.145,0.0158,0.3982,0.9834,0.0022,0.0066,C,0.87,0.703,0.318,0.134
723,452802,879.0,1500,40.1,0.9473,0.0662,0.4093,0.9827,0.0653,0.1373,C,0.874,0.706,0.319,0.134
724,454302,3880.82,1500,100.0,0.5132,0.1442,0.3851,0.9955,0.9169,0.6748,C,0.878,0.709,0.32,0.135
725,454897,986.95,595,88.4,0.6469,0.0871,0.4219,0.8294,0.5881,0.3741,C,0.88,0.71,0.32,0.135
726,456397,3522.41,1500,100.0,0.4697,0.0645,0.3831,0.9946,1.0415,0.3122,C,0.884,0.713,0.321,0.135
727,457897,3584.53,1500,95.2,0.4538,0.0915,0.3747,0.9916,1.0407,0.4054,C,0.888,0.716,0.322,0.136
728,458339,906.07,442,100.0,0.5888,0.0622,0.4281,0.8971,0.8633,0.3122,C,0.889,0.717,0.322,0.136
729,459839,2107.6,1500,90.4,0.8827,0.0671,0.4103,0.9932,0.2091,0.2988,C,0.893,0.72,0.323,0.137
730,461184,1532.31,1345,77.5,0.8181,0.0361,0.3964,0.9472,0.2634,0.1614,C,0.896,0.722,0.324,0.137
731,461818,937.1,634,95.9,0.8355,0.0284,0.4519,0.9488,0.4105,0.1755,C,0.898,0.724,0.325,0.137
732,463318,1239.28,1500,62.7,1.0381,0.0542,0.4214,0.9722,0.0551,0.1715,C,0.902,0.727,0.326,0.138
733,464818,1768.99,1500,65.8,0.7078,0.065,0.3951,0.9765,0.3396,0.2052,C,0.906,0.73,0.327,0.138
734,466318,879.77,1500,38.2,0.8424,0.086,0.3942,0.9339,0.1112,0.1595,C,0.91,0.733,0.328,0.139
735,467818,3216.72,1500,100.0,0.7441,0.1752,0.4121,0.9875,0.4575,0.6994,C,0.914,0.736,0.329,0.139
736,469309,1800.41,1491,68.2,0.6464,0.037,0.3946,0.915,0.4724,0.1448,C,0.918,0.739,0.33,0.14
737,470809,2757.28,1500,93.5,0.7676,0.1185,0.4138,0.9925,0.3946,0.5164,C,0.922,0.742,0.331,0.14
738,472016,2871.72,1207,96.2,0.4752,0.0985,0.4053,0.962,1.018,0.4456,C,0.925,0.744,0.331,0.141
739,473165,1693.15,1149,70.1,0.5108,0.0325,0.4039,0.9313,0.7116,0.1388,C,0.928,0.746,0.332,0.141
740,474665,2352.13,1500,78.2,0.6979,0.1033,0.4335,0.9561,0.4591,0.3708,C,0.932,0.749,0.333,0.142
741,476165,3467.35,1500,100.0,0.4801,0.0635,0.3953,0.9941,1.0082,0.3092,C,0.936,0.752,0.334,0.142
742,476999,299.48,834,26.3,0.6983,0.0345,0.4142,0.8543,0.2005,0.0537,C,0.939,0.754,0.335,0.142
743,477999,-23.33,1000,0.0,0.0,0.0,0.3772,0.9767,0.0,0.0,C,0.941,0.756,0.335,0.143
744,479102,-81.52,1103,0.1,1.0794,0.0039,0.3799,0.9341,0.0001,0.0001,C,0.944,0.758,0.336,0.143
745,479691,901.95,589,87.1,0.6464,0.0276,0.4355,0.824,0.6958,0.1576,C,0.946,0.759,0.336,0.143
746,480691,-18.24,1000,0.0,0.0,0.0,0.4025,0.9818,0.0,0.0,C,0.949,0.761,0.337,0.144
747,481092,548.01,401,96.8,0.8211,0.0239,0.4511,0.825,0.4328,0.1661,C,0.95,0.762,0.337,0.144
748,482592,5208.67,1500,100.0,0.2686,0.2056,0.363,0.9958,1.5873,0.8894,C,0.954,0.765,0.338,0.144
749,484092,2288.02,1500,94.3,0.7715,0.0557,0.4518,0.9941,0.332,0.2565,C,0.958,0.768,0.339,0.145
750,484616,961.87,524,97.1,0.7169,0.0813,0.4615,0.9411,0.5633,0.3789,C,0.959,0.769,0.34,0.145
751,485529,481.42,913,37.7,0.7922,0.0328,0.4442,0.8586,0.2281,0.0748,C,0.961,0.771,0.34,0.145
752,486636,2430.34,1107,92.8,0.5058,0.0816,0.4181,0.9604,0.955,0.3613,C,0.964,0.773,0.341,0.146
753,487113,412.48,477,64.6,0.8232,0.0192,0.4861,0.8358,0.3019,0.1023,C,0.966,0.774,0.341,0.146
754,488613,2967.67,1500,93.7,0.5714,0.0606,0.428,0.9636,0.7931,0.2844,C,0.97,0.777,0.342,0.146
755,489525,2039.9,912,88.4,0.4059,0.0802,0.4301,0.9249,1.0899,0.3491,C,0.972,0.779,0.343,0.147
756,490929,3476.71,1404,97.9,0.5453,0.1567,0.4256,0.9262,0.9061,0.6725,C,0.976,0.782,0.344,0.147
757,492429,1976.57,1500,94.3,0.9108,0.0437,0.4059,0.9927,0.1635,0.2182,C,0.98,0.785,0.345,0.147
758,492982,567.62,553,57.3,0.6021,0.0433,0.441,0.8814,0.446,0.1438,C,0.981,0.786,0.345,0.148
759,493265,231.63,283,59.4,0.7186,0.0117,0.5074,0.8178,0.3597,0.0827,C,0.982,0.787,0.346,0.148
760,493777,773.57,512,79.3,0.7625,0.1281,0.465,0.8741,0.4001,0.4632,C,0.983,0.788,0.346,0.148
761,495277,2346.05,1500,80.6,0.706,0.0929,0.4513,0.9841,0.4237,0.3502,C,0.987,0.791,0.347,0.148
762,496777,2562.83,1500,97.9,0.7642,0.0735,0.4052,0.9942,0.4001,0.3355,C,0.991,0.794,0.348,0.149
763,498277,3035.74,1500,100.0,0.5753,0.0514,0.3824,0.9939,0.7737,0.2563,C,0.995,0.797,0.349,0.149
764,498849,742.86,572,68.7,0.5937,0.0305,0.4213,0.9633,0.5342,0.1317,C,0.997,0.798,0.349,0.15
