episode,timestep,reward,steps,mean_pos_error,mean_alt_error,omega_scale,phase,r_tracking,r_velocity,r_altitude,r_stability,r_progress,r_off_track
492,262816,63.58,2000,0.3514,0.3931,0.762,B,0.428,0.9588,0.3951,0.847,0.1,-0.087
493,264816,66.05,2000,0.3248,0.4425,0.764,B,0.5461,0.9651,0.3241,0.8957,0.1,-0.0867
494,266816,74.12,2000,0.261,0.4069,0.766,B,0.8069,0.9736,0.34,0.9076,0.1,-0.0405
495,268816,70.96,2000,0.2773,0.4362,0.768,B,0.7977,0.9572,0.3394,0.8472,0.1,-0.0755
496,270816,68.28,2000,0.3168,0.3774,0.77,B,0.578,0.9709,0.4,0.9028,0.1,-0.0915
497,272816,69.65,2000,0.2728,0.4357,0.772,B,0.7615,0.9721,0.3122,0.8513,0.1,-0.0735
498,274816,61.81,2000,0.3484,0.6868,0.774,B,0.6758,0.916,0.2682,0.7513,0.1,-0.1113
499,276816,69.2,2000,0.3115,0.397,0.776,B,0.6012,0.9843,0.4023,0.911,0.1,-0.0838
500,278816,71.56,2000,0.2674,0.4139,0.779,B,0.6889,0.9774,0.3612,0.9249,0.1,-0.0335
501,280816,75.13,2000,0.2534,0.3506,0.781,B,0.7895,0.9774,0.4224,0.9159,0.1,-0.0255
502,282816,71.72,2000,0.28,0.3658,0.783,B,0.669,0.9807,0.4266,0.9095,0.1,-0.0423
503,284816,75.27,2000,0.2586,0.3494,0.785,B,0.8263,0.9808,0.4446,0.8977,0.1,-0.046
504,286816,73.39,2000,0.253,0.3355,0.787,B,0.755,0.9609,0.4553,0.8872,0.1,-0.0245
505,288816,82.09,2000,0.194,0.3494,0.789,B,1.0719,0.9826,0.4774,0.9085,0.1,-0.019
506,290816,74.27,2000,0.2453,0.4095,0.789,B,0.7789,0.9851,0.447,0.8977,0.1,-0.0083
507,292816,78.69,2000,0.1975,0.3958,0.791,B,1.0301,0.9765,0.3943,0.9025,0.1,0.0
508,294451,45.62,1635,0.368,0.886,0.793,B,0.4803,0.9058,0.2969,0.7339,0.1,-0.0902
509,296451,81.07,2000,0.18,0.3538,0.795,B,1.1418,0.9792,0.4328,0.8952,0.1,-0.0208
510,298451,74.46,2000,0.2416,0.3186,0.797,B,0.8365,0.9899,0.4544,0.9059,0.1,-0.03
511,300451,73.15,2000,0.2241,0.3801,0.799,B,0.9425,0.9492,0.4304,0.8148,0.1,-0.0285
512,302451,76.31,2000,0.2241,0.2886,0.801,B,0.8649,0.9749,0.546,0.8738,0.1,0.0
513,304451,72.95,2000,0.2211,0.3391,0.803,B,0.9015,0.9645,0.406,0.8693,0.1,-0.02
514,306451,71.11,2000,0.231,0.3489,0.805,B,0.8023,0.969,0.4148,0.8587,0.1,0.0
515,308451,85.39,2000,0.1488,0.311,0.807,B,1.2807,0.9875,0.5132,0.9107,0.1,0.0
516,310451,75.58,2000,0.2018,0.335,0.809,B,0.9762,0.9598,0.4753,0.864,0.1,0.0
517,312451,66.53,2000,0.279,0.3687,0.811,B,0.615,0.975,0.4127,0.9038,0.1,-0.0288
518,314451,85.22,2000,0.1359,0.3393,0.813,B,1.3632,0.986,0.4562,0.9224,0.1,0.0
519,316451,74.1,2000,0.2115,0.3329,0.815,B,0.9186,0.9875,0.4249,0.9155,0.1,0.0
520,318451,68.9,2000,0.2594,0.3529,0.817,B,0.7137,0.9807,0.4328,0.9111,0.1,-0.0227
521,320451,83.42,2000,0.1305,0.3507,0.819,B,1.4163,0.9822,0.4259,0.8635,0.1,0.0
522,322451,67.93,2000,0.2393,0.4102,0.822,B,0.7806,0.9765,0.4155,0.8424,0.1,-0.0187
523,324451,68.01,2000,0.2192,0.4939,0.824,B,0.9461,0.9573,0.3205,0.804,0.1,-0.0248
524,326451,74.8,2000,0.2009,0.3172,0.826,B,1.04,0.9761,0.4455,0.8773,0.1,-0.02
525,328451,67.85,2000,0.227,0.4507,0.828,B,0.9015,0.973,0.3493,0.8086,0.1,-0.0232
526,330451,66.87,2000,0.2476,0.5163,0.83,B,0.8302,0.9601,0.427,0.7889,0.1,-0.0377
527,332439,66.11,1988,0.2505,0.5995,0.832,B,0.7926,0.9464,0.4593,0.7937,0.1,-0.0322
528,334439,74.63,2000,0.1997,0.286,0.834,B,0.9761,0.9718,0.5402,0.8484,0.1,0.0
529,336439,77.69,2000,0.1692,0.3211,0.836,B,1.182,0.9743,0.4799,0.8512,0.1,0.0
530,338439,85.27,2000,0.1327,0.2439,0.838,B,1.4101,0.9802,0.6046,0.8646,0.1,0.0
531,340428,63.07,1989,0.301,0.7788,0.84,B,0.8017,0.924,0.4589,0.7449,0.1,-0.0656
532,342428,66.87,2000,0.2294,0.401,0.842,B,0.8169,0.9616,0.4041,0.8471,0.1,-0.0055
533,344428,58.98,2000,0.2829,0.4731,0.844,B,0.5077,0.9693,0.2849,0.8916,0.1,0.0
534,346428,89.91,2000,0.0966,0.2473,0.846,B,1.6097,0.9809,0.5988,0.9198,0.1,0.0
535,348428,83.19,2000,0.1499,0.2165,0.848,B,1.2712,0.9729,0.6917,0.8897,0.1,0.0
536,350428,89.03,2000,0.1032,0.2144,0.85,B,1.5811,0.9911,0.6424,0.9162,0.1,0.0
537,352428,71.78,2000,0.2037,0.2869,0.852,B,0.9044,0.9876,0.5458,0.8912,0.1,0.0
538,354428,73.68,2000,0.2081,0.2354,0.854,B,0.8946,0.9717,0.6406,0.918,0.1,0.0
539,356428,83.71,2000,0.1217,0.2606,0.856,B,1.4552,0.9724,0.586,0.907,0.1,0.0
540,358428,86.86,2000,0.111,0.2167,0.858,B,1.5348,0.9759,0.6709,0.9204,0.1,0.0
541,360428,80.68,2000,0.1577,0.1742,0.858,B,1.2037,0.9794,0.7313,0.9143,0.1,0.0
542,362428,82.82,2000,0.1442,0.1619,0.86,B,1.3061,0.9796,0.7571,0.9092,0.1,0.0
543,364428,87.15,2000,0.1036,0.1768,0.862,B,1.5681,0.9886,0.7387,0.8966,0.1,0.0
544,366428,92.09,2000,0.0773,0.138,0.865,B,1.7462,0.9801,0.8281,0.9213,0.1,0.0
545,368428,79.65,2000,0.1576,0.167,0.867,B,1.209,0.9908,0.7829,0.905,0.1,0.0
546,370428,83.24,2000,0.1357,0.1358,0.869,B,1.3597,0.9626,0.8546,0.9115,0.1,0.0
547,372428,88.34,2000,0.0935,0.1509,0.871,B,1.6497,0.9854,0.8194,0.9234,0.1,0.0
548,374428,86.3,2000,0.1062,0.1151,0.873,B,1.5502,0.9815,0.8676,0.91,0.1,0.0
549,376428,69.58,2000,0.2176,0.1654,0.875,B,0.8359,0.9868,0.7799,0.8689,0.1,0.0
550,378428,85.58,2000,0.1052,0.1387,0.877,B,1.5697,0.9877,0.829,0.9213,0.1,0.0
551,380428,76.08,2000,0.1707,0.1595,0.879,B,1.1276,0.9808,0.8144,0.9169,0.1,0.0
552,382428,72.6,2000,0.1952,0.15,0.881,B,0.9667,0.9851,0.8221,0.8967,0.1,0.0
553,384428,82.59,2000,0.123,0.1184,0.883,B,1.4537,0.9802,0.8527,0.9189,0.1,0.0
554,386428,88.61,2000,0.0773,0.1025,0.885,B,1.744,0.9931,0.8908,0.9227,0.1,0.0
555,388428,83.67,2000,0.0962,0.1566,0.887,B,1.6111,0.9882,0.8125,0.9121,0.1,0.0
556,390428,88.15,2000,0.065,0.1223,0.889,B,1.8132,0.9941,0.8653,0.9226,0.1,0.0
557,392428,78.58,2000,0.1387,0.1214,0.891,B,1.348,0.9905,0.8584,0.9148,0.1,0.0
558,394428,81.5,2000,0.097,0.1799,0.893,B,1.6084,0.9895,0.7884,0.9026,0.1,0.0
559,396428,78.45,2000,0.109,0.1756,0.895,B,1.5232,0.9783,0.7675,0.8771,0.1,0.0
560,398428,80.77,2000,0.0939,0.15,0.897,B,1.621,0.9929,0.8022,0.8789,0.1,0.0
561,400428,80.09,2000,0.0907,0.1961,0.899,B,1.6617,0.9783,0.7396,0.897,0.1,0.0
562,402428,70.07,2000,0.1597,0.2037,0.901,B,1.1976,0.9681,0.7124,0.865,0.1,0.0
563,404428,81.96,2000,0.0746,0.1799,0.903,B,1.7525,0.9882,0.7693,0.8993,0.1,0.0
564,406428,83.32,2000,0.0785,0.1115,0.906,B,1.744,0.9886,0.8635,0.9139,0.1,0.0
565,408428,82.84,2000,0.0765,0.1272,0.908,B,1.7508,0.9807,0.8628,0.916,0.1,0.0
566,410428,82.3,2000,0.0837,0.0931,0.91,B,1.6936,0.9944,0.8962,0.9213,0.1,0.0
567,412428,82.58,2000,0.0763,0.0966,0.912,B,1.7499,0.9909,0.8913,0.9157,0.1,0.0
568,414428,83.15,2000,0.0662,0.0983,0.914,B,1.8014,0.9864,0.899,0.9201,0.1,0.0
569,416428,80.31,2000,0.0804,0.1316,0.916,B,1.7212,0.9743,0.8735,0.9033,0.1,0.0
570,418428,82.7,2000,0.0644,0.0824,0.918,B,1.806,0.9885,0.9169,0.9219,0.1,0.0
571,420428,79.69,2000,0.0818,0.1109,0.92,B,1.716,0.9874,0.858,0.9244,0.1,0.0
572,422428,82.75,2000,0.0489,0.1175,0.922,B,1.887,0.9914,0.8836,0.9236,0.1,0.0
573,424428,72.55,2000,0.1286,0.1426,0.924,B,1.4225,0.9911,0.8059,0.894,0.1,0.0
574,426428,80.33,2000,0.0734,0.0923,0.926,B,1.7689,0.9824,0.9167,0.9124,0.1,0.0
575,428428,81.12,2000,0.0564,0.1095,0.928,B,1.8445,0.9866,0.8968,0.9224,0.1,0.0
576,430428,74.78,2000,0.115,0.1204,0.93,B,1.511,0.9914,0.8702,0.9251,0.1,0.0
577,432428,72.32,2000,0.1382,0.1102,0.932,B,1.3548,0.9926,0.8928,0.9234,0.1,0.0
578,434428,76.87,2000,0.0965,0.0927,0.934,B,1.6263,0.9909,0.9025,0.9245,0.1,0.0
579,436428,74.47,2000,0.1085,0.1216,0.936,B,1.5638,0.9766,0.8783,0.8979,0.1,0.0
580,438428,77.2,2000,0.082,0.1065,0.938,B,1.7075,0.9851,0.8917,0.9083,0.1,0.0
581,440428,73.67,2000,0.1051,0.113,0.94,B,1.5676,0.9851,0.859,0.8854,0.1,0.0
582,442428,75.39,2000,0.0915,0.131,0.942,B,1.6556,0.9749,0.8634,0.9178,0.1,0.0
583,444428,77.98,2000,0.0748,0.0749,0.944,B,1.7452,0.9933,0.9216,0.9228,0.1,0.0
584,446428,69.44,2000,0.148,0.1043,0.944,B,1.2777,0.9938,0.8973,0.9126,0.1,0.0
585,448428,73.67,2000,0.1041,0.1365,0.946,B,1.5715,0.9924,0.8548,0.9249,0.1,0.0
586,450428,69.4,2000,0.138,0.1249,0.949,B,1.3533,0.9793,0.8715,0.8899,0.1,0.0
587,452428,73.14,2000,0.1018,0.1375,0.951,B,1.596,0.9674,0.848,0.9165,0.1,0.0
588,454428,70.31,2000,0.128,0.1325,0.953,B,1.4183,0.9911,0.8581,0.8972,0.1,0.0
589,456428,71.43,2000,0.1231,0.106,0.955,B,1.4589,0.9804,0.8877,0.913,0.1,0.0
590,458428,75.53,2000,0.0814,0.1282,0.957,B,1.7206,0.9782,0.8813,0.9192,0.1,0.0
591,460428,76.37,2000,0.0739,0.1054,0.959,B,1.7718,0.987,0.8839,0.9221,0.1,0.0
592,462428,75.94,2000,0.0813,0.0833,0.961,B,1.7243,0.9883,0.9171,0.9228,0.1,0.0
593,464428,73.21,2000,0.0996,0.1151,0.963,B,1.6128,0.9826,0.8785,0.9232,0.1,0.0
594,466428,73.02,2000,0.0852,0.1635,0.965,B,1.6944,0.9936,0.7868,0.9203,0.1,0.0
595,468428,74.69,2000,0.0702,0.1627,0.967,B,1.7834,0.9863,0.8178,0.9211,0.1,0.0
596,470428,73.98,2000,0.0864,0.1195,0.969,B,1.6916,0.9965,0.8631,0.9248,0.1,0.0
597,472428,71.79,2000,0.0968,0.1308,0.971,B,1.6258,0.988,0.838,0.8986,0.1,0.0
598,474428,71.0,2000,0.1161,0.0976,0.973,B,1.5116,0.9785,0.8978,0.9209,0.1,0.0
599,476428,75.44,2000,0.0729,0.0909,0.975,B,1.7728,0.9971,0.9013,0.923,0.1,0.0
600,478428,67.39,2000,0.1299,0.1356,0.977,B,1.4128,0.9802,0.8327,0.8752,0.1,0.0
601,480428,72.39,2000,0.0998,0.1024,0.979,B,1.6174,0.9956,0.8832,0.9207,0.1,0.0
602,482428,68.73,2000,0.1271,0.1121,0.981,B,1.4305,0.9803,0.8673,0.9177,0.1,0.0
603,484428,75.93,2000,0.0572,0.108,0.983,B,1.8517,0.9847,0.8963,0.9212,0.1,0.0
604,486428,73.27,2000,0.0801,0.1236,0.985,B,1.7221,0.981,0.8739,0.9225,0.1,0.0
605,488428,67.38,2000,0.1439,0.0986,0.987,B,1.3154,0.9978,0.8962,0.9259,0.1,0.0
606,490428,74.4,2000,0.0707,0.0926,0.989,B,1.7736,0.9862,0.8999,0.9235,0.1,0.0
607,492428,74.85,2000,0.0669,0.096,0.992,B,1.8123,0.9917,0.8954,0.9231,0.1,0.0
608,494428,73.1,2000,0.0834,0.0984,0.994,B,1.711,0.9939,0.8975,0.9193,0.1,0.0
609,496428,74.78,2000,0.0674,0.0873,0.996,B,1.8078,0.9913,0.915,0.9242,0.1,0.0
610,498428,74.82,2000,0.0554,0.096,0.998,B,1.8534,0.9837,0.8959,0.9197,0.1,0.0
611,500428,73.97,2000,0.0704,0.0932,1.0,B,1.7873,0.9793,0.9288,0.9146,0.1,0.0
