episode,timestep,reward,steps,mean_distance,visibility_pct,mean_fraction,mean_fraction_error,target_speed,phase,r_survival,r_stability,r_centering,r_scale,r_discovery,r_not_visible
666,546000,14.32,1000,2.85,0.0,0.0,0.0,0.1057,B,0.05,0.9763,0.0,0.0,0.0,-0.5
667,547000,22.07,1000,2.618,12.3,0.1102,-0.1398,0.1064,B,0.05,0.9771,0.0908,0.129,3.0,-0.4385
668,548000,14.25,1000,1.951,0.0,0.0,0.0,0.1064,B,0.05,0.9739,0.0,0.0,0.0,-0.5
669,549000,14.43,1000,2.248,0.0,0.0,0.0,0.1071,B,0.05,0.9799,0.0,0.0,0.0,-0.5
670,550000,27.05,1000,2.284,21.6,0.1047,-0.1453,0.1071,B,0.05,0.9705,0.152,0.2109,3.0,-0.392
671,551000,14.21,1000,2.083,0.0,0.0,0.0,0.1078,B,0.05,0.9735,0.0,0.0,0.0,-0.5
672,552000,24.98,1000,2.63,18.6,0.1072,-0.1428,0.1078,B,0.05,0.9785,0.1038,0.1917,3.0,-0.407
673,553000,17.51,1000,2.632,8.0,0.069,-0.181,0.1085,B,0.05,0.979,0.0209,0.0535,3.0,-0.46
674,554000,14.16,1000,3.381,0.0,0.0,0.0,0.1085,B,0.05,0.9722,0.0,0.0,0.0,-0.5
675,555000,19.57,1000,2.392,16.6,0.0552,-0.1948,0.1085,B,0.05,0.9749,0.0192,0.0912,3.0,-0.417
676,556000,17.46,1000,2.754,9.0,0.0597,-0.1903,0.1093,B,0.05,0.977,0.0141,0.0542,3.0,-0.455
677,557000,14.17,1000,2.43,0.0,0.0,0.0,0.1093,B,0.05,0.972,0.0,0.0,0.0,-0.5
678,558000,20.73,1000,2.642,15.0,0.0714,-0.1786,0.11,B,0.05,0.972,0.0608,0.1028,3.0,-0.425
679,559000,17.58,1000,2.618,10.7,0.0476,-0.2024,0.11,B,0.05,0.9771,0.0105,0.053,3.0,-0.4465
680,560000,14.25,1000,3.023,0.0,0.0,0.0,0.1107,B,0.05,0.9741,0.0,0.0,0.0,-0.5
681,561000,14.13,1000,3.841,0.0,0.0,0.0,0.1107,B,0.05,0.9694,0.0,0.0,0.0,-0.5
682,562000,14.16,1000,2.887,0.0,0.0,0.0,0.1114,B,0.05,0.9702,0.0,0.0,0.0,-0.5
683,563000,29.63,1000,2.435,23.7,0.1071,-0.1429,0.1114,B,0.05,0.9775,0.2018,0.2394,3.0,-0.3815
684,564000,14.18,1000,4.093,0.0,0.0,0.0,0.1121,B,0.05,0.9732,0.0,0.0,0.0,-0.5
685,565000,14.17,1000,3.8,0.0,0.0,0.0,0.1121,B,0.05,0.9722,0.0,0.0,0.0,-0.5
686,566000,14.21,1000,4.292,0.0,0.0,0.0,0.1128,B,0.05,0.9734,0.0,0.0,0.0,-0.5
687,567000,27.86,1000,2.519,30.2,0.0745,-0.1755,0.1128,B,0.05,0.9759,0.1295,0.2178,3.0,-0.349
688,568000,26.55,1000,2.476,16.2,0.1286,-0.1214,0.1136,B,0.05,0.9696,0.1934,0.1851,3.0,-0.419
689,569000,14.35,1000,3.919,0.0,0.0,0.0,0.1136,B,0.05,0.9821,0.0,0.0,0.0,-0.5
690,570000,19.74,1000,2.773,8.1,0.1261,-0.1239,0.1143,B,0.05,0.9758,0.0661,0.0966,3.0,-0.4595
691,571000,14.18,1000,3.248,0.0,0.0,0.0,0.1143,B,0.05,0.9754,0.0,0.0,0.0,-0.5
692,572000,27.09,1000,2.598,16.6,0.134,-0.116,0.115,B,0.05,0.9675,0.2039,0.1967,3.0,-0.417
693,573000,14.16,1000,2.073,0.0,0.0,0.0,0.115,B,0.05,0.9767,0.0,0.0,0.0,-0.5
694,574000,20.62,1000,2.638,18.3,0.0496,-0.2004,0.1157,B,0.05,0.9764,0.0512,0.0947,3.0,-0.4085
695,575000,17.16,1000,2.86,8.2,0.0648,-0.1852,0.1157,B,0.05,0.9714,0.0203,0.0524,3.0,-0.459
696,576000,14.01,1000,2.707,0.0,0.0,0.0,0.1164,B,0.05,0.9705,0.0,0.0,0.0,-0.5
697,577000,14.22,1000,3.595,0.0,0.0,0.0,0.1164,B,0.05,0.9779,0.0,0.0,0.0,-0.5
698,578000,14.1,1000,2.205,0.0,0.0,0.0,0.1171,B,0.05,0.9731,0.0,0.0,0.0,-0.5
699,579000,14.27,1000,3.057,0.0,0.0,0.0,0.1171,B,0.05,0.9787,0.0,0.0,0.0,-0.5
700,580000,14.24,1000,2.802,0.0,0.0,0.0,0.1179,B,0.05,0.9775,0.0,0.0,0.0,-0.5
701,581000,13.95,1000,3.74,0.0,0.0,0.0,0.1179,B,0.05,0.9663,0.0,0.0,0.0,-0.5
702,582000,20.39,1000,2.716,11.2,0.0797,-0.1703,0.1186,B,0.05,0.9753,0.0812,0.0888,3.0,-0.444
703,583000,14.32,1000,3.462,0.0,0.0,0.0,0.1186,B,0.05,0.9798,0.0,0.0,0.0,-0.5
704,584000,27.38,1000,2.746,21.2,0.1112,-0.1388,0.1193,B,0.05,0.9722,0.1644,0.2178,3.0,-0.394
705,585000,14.18,1000,3.8,0.0,0.0,0.0,0.1193,B,0.05,0.9762,0.0,0.0,0.0,-0.5
706,586000,14.26,1000,2.36,0.0,0.0,0.0,0.12,B,0.05,0.9787,0.0,0.0,0.0,-0.5
707,587000,23.08,1000,2.501,13.6,0.127,-0.123,0.12,B,0.05,0.9801,0.103,0.1518,3.0,-0.432
708,588000,14.17,1000,3.869,0.0,0.0,0.0,0.1207,B,0.05,0.9758,0.0,0.0,0.0,-0.5
709,589000,13.97,1000,2.758,0.0,0.0,0.0,0.1207,B,0.05,0.9682,0.0,0.0,0.0,-0.5
710,590000,22.21,1000,2.55,13.2,0.1216,-0.1284,0.1214,B,0.05,0.9782,0.0834,0.1433,3.0,-0.434
711,591000,27.2,1000,2.505,23.3,0.0996,-0.1504,0.1214,B,0.05,0.9798,0.1463,0.2155,3.0,-0.3835
712,592000,14.17,1000,3.675,0.0,0.0,0.0,0.1222,B,0.05,0.9777,0.0,0.0,0.0,-0.5
713,593000,32.93,1000,2.681,29.5,0.083,-0.167,0.1222,B,0.05,0.9759,0.3152,0.2372,3.0,-0.3525
714,594000,23.15,1000,2.728,15.2,0.1146,-0.1354,0.1229,B,0.05,0.9802,0.0982,0.1603,3.0,-0.424
715,595000,21.28,1000,2.736,15.1,0.076,-0.174,0.1229,B,0.05,0.9659,0.0859,0.1125,9.0,-0.4245
716,596000,24.01,1000,2.546,17.3,0.1107,-0.1393,0.1236,B,0.05,0.9812,0.1098,0.1722,3.0,-0.4135
717,597000,27.45,1000,2.61,27.0,0.085,-0.165,0.1236,B,0.05,0.977,0.1493,0.2204,3.0,-0.365
718,598000,13.98,1000,3.006,0.0,0.0,0.0,0.1236,B,0.05,0.978,0.0,0.0,0.0,-0.5
719,599000,14.06,1000,2.26,0.0,0.0,0.0,0.1243,B,0.05,0.9807,0.0,0.0,0.0,-0.5
720,600000,24.54,1000,2.568,15.9,0.1234,-0.1266,0.1243,B,0.05,0.9819,0.138,0.1739,3.0,-0.4205
721,601000,14.07,1000,2.965,0.0,0.0,0.0,0.125,B,0.05,0.9817,0.0,0.0,0.0,-0.5
722,602000,21.0,1000,2.677,17.5,0.0694,-0.1806,0.125,B,0.05,0.9757,0.0615,0.1159,3.0,-0.4125
723,603000,14.06,1000,2.338,0.0,0.0,0.0,0.1257,B,0.05,0.9814,0.0,0.0,0.0,-0.5
724,604000,24.66,1000,2.712,19.5,0.0973,-0.1527,0.1257,B,0.05,0.9786,0.1273,0.1755,3.0,-0.4025
