episode,timestep,reward,steps,mean_pos_error,mean_alt_error,omega_scale,phase,r_tracking,r_velocity,r_altitude,r_stability,r_progress,r_off_track
492,426320,70.17,2000,0.0461,0.0449,0.926,B,1.893,0.9671,0.9588,0.9269,0.1,0.0
493,428320,70.08,2000,0.0456,0.0479,0.928,B,1.8911,0.9708,0.9579,0.9249,0.1,0.0
494,430320,69.82,2000,0.0499,0.0442,0.93,B,1.8742,0.9709,0.9602,0.9272,0.1,0.0
495,432320,69.68,2000,0.0517,0.051,0.932,B,1.8793,0.9684,0.9542,0.9255,0.1,0.0
496,434320,69.61,2000,0.0508,0.0448,0.934,B,1.8765,0.9649,0.9609,0.9252,0.1,0.0
497,436320,69.76,2000,0.0476,0.0482,0.936,B,1.8924,0.9674,0.9574,0.9251,0.1,0.0
498,438320,69.78,2000,0.046,0.0449,0.938,B,1.8978,0.9685,0.9591,0.9225,0.1,0.0
499,440320,70.16,2000,0.0389,0.0505,0.938,B,1.9254,0.9719,0.9537,0.9278,0.1,0.0
500,442320,70.17,2000,0.0367,0.0502,0.94,B,1.9307,0.9693,0.9572,0.9276,0.1,0.0
501,444320,69.76,2000,0.0432,0.0543,0.942,B,1.9088,0.9705,0.9548,0.9266,0.1,0.0
502,446320,69.91,2000,0.0387,0.0495,0.944,B,1.9262,0.9662,0.9562,0.9271,0.1,0.0
503,448320,69.69,2000,0.0409,0.0531,0.946,B,1.9159,0.9717,0.9536,0.923,0.1,0.0
504,450320,69.89,2000,0.0382,0.0546,0.949,B,1.9279,0.9717,0.9531,0.9293,0.1,0.0
505,452320,69.88,2000,0.0367,0.0466,0.951,B,1.9294,0.9691,0.9605,0.927,0.1,0.0
506,454320,69.84,2000,0.0369,0.0484,0.953,B,1.9306,0.9724,0.9587,0.9253,0.1,0.0
507,456320,69.84,2000,0.0358,0.0454,0.955,B,1.9324,0.9687,0.96,0.9297,0.1,0.0
508,458320,69.67,2000,0.0377,0.0489,0.957,B,1.9262,0.9676,0.9582,0.9304,0.1,0.0
509,460320,69.36,2000,0.0396,0.0494,0.959,B,1.9152,0.9703,0.9557,0.9229,0.1,0.0
510,462320,69.2,2000,0.04,0.0538,0.961,B,1.9146,0.968,0.953,0.9207,0.1,0.0
511,464320,69.16,2000,0.0404,0.0476,0.963,B,1.9134,0.9652,0.9592,0.9184,0.1,0.0
512,466320,69.39,2000,0.0363,0.0511,0.965,B,1.9281,0.9652,0.956,0.9262,0.1,0.0
513,468320,69.11,2000,0.0427,0.0475,0.967,B,1.9087,0.9684,0.9589,0.9227,0.1,0.0
514,470320,69.36,2000,0.0399,0.0399,0.969,B,1.9146,0.9694,0.9654,0.93,0.1,0.0
515,472320,69.43,2000,0.0378,0.0461,0.971,B,1.9261,0.9718,0.9615,0.9277,0.1,0.0
516,474320,69.47,2000,0.0375,0.0472,0.973,B,1.9316,0.9717,0.9592,0.93,0.1,0.0
517,476320,69.27,2000,0.0413,0.0462,0.975,B,1.9202,0.9665,0.9633,0.9309,0.1,0.0
518,478320,69.29,2000,0.0371,0.0451,0.977,B,1.9311,0.965,0.9615,0.928,0.1,0.0
519,480320,69.43,2000,0.0338,0.0503,0.979,B,1.9431,0.9662,0.9582,0.9302,0.1,0.0
520,482320,69.58,2000,0.0325,0.0474,0.981,B,1.9498,0.9709,0.9602,0.9299,0.1,0.0
521,484320,69.64,2000,0.0306,0.0407,0.983,B,1.9521,0.9678,0.9659,0.9324,0.1,0.0
522,486320,69.55,2000,0.0303,0.0403,0.985,B,1.9511,0.9682,0.9633,0.9318,0.1,0.0
523,488320,69.11,2000,0.0374,0.0373,0.987,B,1.9251,0.9622,0.9689,0.9294,0.1,0.0
524,490320,69.21,2000,0.0372,0.0408,0.989,B,1.9341,0.9692,0.9643,0.9268,0.1,0.0
525,492320,69.25,2000,0.0339,0.0455,0.992,B,1.9412,0.9673,0.9615,0.9297,0.1,0.0
526,494320,69.03,2000,0.0355,0.0403,0.994,B,1.9336,0.9645,0.9653,0.9225,0.1,0.0
527,496320,69.47,2000,0.0324,0.0372,0.996,B,1.9499,0.9733,0.9682,0.9276,0.1,0.0
528,498320,69.19,2000,0.0333,0.0344,0.998,B,1.9394,0.9651,0.9706,0.926,0.1,0.0
529,500320,68.98,2000,0.0377,0.0388,1.0,B,1.9325,0.9706,0.9666,0.9189,0.1,0.0
